"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.690626854E1,2.459655384E-1,8.081144392E-2,3.617678756E0
7.691629654E1,4.884214318E-1,5.148314045E-1,2.692000784E0
7.692632354E1,1.205586817E0,8.903517267E-1,2.137679477E0
7.693635154E1,1.675273039E0,1.505871600E0,2.101109236E0
7.694637954E1,1.914379428E0,2.152327337E0,2.260545266E0
7.695640654E1,2.104157390E0,1.864795039E0,3.050958429E0
7.696643454E1,1.332351675E0,1.089847030E0,4.632189968E0
7.697646254E1,3.773570788E-1,1.353016466E-2,5.736305081E0
7.698649054E1,-7.670520019E-2,-1.175148697E0,6.491413341E0
7.699651754E1,-5.013680443E-1,-2.057104553E0,6.849492735E0
7.700654554E1,-8.025430660E-1,-2.411979088E0,6.211613547E0
7.701657354E1,-9.904578128E-1,-2.169905237E0,4.595356017E0
7.702660154E1,-6.157245259E-1,-1.739144807E0,3.156866122E0
7.703662854E1,-1.760515503E-1,-1.352411133E0,2.014965132E0
7.704665654E1,-1.447792523E-2,-1.185000525E0,6.943217754E-1
7.705668454E1,-1.111179281E-1,-1.018270533E0,-5.095462525E-1
7.706671154E1,-1.217602991E-1,-8.385993366E-1,-1.291655200E0
7.707673954E1,9.883015059E-2,-7.484621684E-1,-1.825374427E0
7.708676754E1,4.169843902E-1,-7.505143949E-1,-2.102825979E0
7.709679554E1,5.609698829E-1,-7.153945559E-1,-2.087049022E0
7.710682254E1,5.994006347E-1,-6.528897209E-1,-1.906860055E0
7.711685054E1,6.431095219E-1,-7.351508358E-1,-1.861123719E0
7.712687854E1,6.501302006E-1,-8.637270150E-1,-1.944706158E0
7.713690654E1,5.911746986E-1,-9.070643847E-1,-2.135986124E0
7.714693354E1,5.190866426E-1,-8.115648812E-1,-2.643874106E0
7.715696154E1,4.220575076E-1,-6.282653417E-1,-3.353360050E0
7.716698842E1,4.080389542E-1,-4.837901446E-1,-4.090495723E0
7.717701542E1,4.595545321E-1,-4.022299647E-1,-4.820424703E0
7.718704342E1,6.789593127E-1,-2.756408156E-1,-5.222143621E0
7.719707142E1,3.772770450E-1,2.559801377E-1,-5.606913216E0
7.720709942E1,-1.139099005E-1,7.172593792E-1,-5.718394475E0
7.721712642E1,-5.064543910E-2,6.282839066E-1,-5.012728516E0
7.722715442E1,6.578607313E-2,4.806284089E-1,-4.177361374E0
7.723718242E1,-4.723256551E-2,5.736656499E-1,-3.855928820E0
7.724721042E1,2.967849322E-2,8.126780449E-1,-3.591075094E0
7.725723742E1,2.292764155E-1,1.017361583E0,-3.409892685E0
7.726726542E1,4.166122880E-1,1.271807119E0,-3.318138762E0
7.727729342E1,6.750356117E-1,1.612378926E0,-3.277684216E0
7.728732042E1,6.575525831E-1,1.767179428E0,-3.221485457E0
7.729734842E1,5.850827770E-1,1.735351864E0,-2.951016065E0
7.730737642E1,3.218443443E-1,1.639568040E0,-2.350392412E0
7.731740442E1,-2.447380617E-1,1.365529215E0,-1.283849167E0
7.732743142E1,-7.371610355E-1,1.086337678E0,6.352882862E-2
7.733745942E1,-1.059124882E0,7.954837956E-1,1.075722204E0
7.734748742E1,-8.402037395E-1,6.697319678E-1,1.603600647E0
7.735751542E1,-3.017455637E-1,9.343065624E-1,1.645523429E0
7.736754242E1,2.102797620E-1,1.445912058E0,1.693179406E0
7.737757042E1,5.887737588E-1,1.961498192E0,2.074363487E0
7.738759842E1,8.681471445E-1,2.204872756E0,2.874017590E0
7.739762542E1,7.936739362E-1,2.039663186E0,3.669214361E0
7.740765342E1,8.314667568E-2,1.655737638E0,4.214995809E0
7.741768142E1,-5.542433922E-1,1.057934828E0,4.434017889E0
7.742770942E1,-9.520438718E-1,5.831773887E-1,4.486646923E0
7.743773642E1,-1.260279626E0,3.238872883E-1,4.646134408E0
7.744776442E1,-1.226764555E0,2.368406660E-1,5.055478680E0
7.745779242E1,-1.011826901E0,2.439551926E-1,5.737107904E0
7.746782042E1,-7.328080758E-1,1.870370798E-1,6.541170223E0
7.747784742E1,-6.610899293E-1,2.027690135E-2,7.245152768E0
7.748787542E1,-7.743094929E-1,-2.185887285E-1,7.572291620E0
7.749790342E1,-9.346512558E-1,-7.511542265E-1,7.074550896E0
7.750793042E1,-1.152307938E0,-1.240770683E0,5.547232440E0
7.751795842E1,-1.342425112E0,-1.289717433E0,3.637939943E0
7.752798642E1,-1.111615556E0,-1.101666592E0,2.177308981E0
7.753801442E1,-8.397039487E-1,-9.074476697E-1,8.876669776E-1
7.754804142E1,-7.480600262E-1,-7.598578070E-1,-3.755216378E-1
7.755806942E1,-6.896073847E-1,-6.911430828E-1,-1.335749638E0
7.756809742E1,-6.234798342E-1,-6.520092764E-1,-1.826166140E0
7.757812442E1,-5.794165327E-1,-6.313376150E-1,-1.901811569E0
7.758815242E1,-4.673934556E-1,-6.301890756E-1,-1.521469486E0
7.759818042E1,-2.016567269E-1,-6.829188278E-1,-1.251764910E0
7.760820842E1,-2.087592667E-1,-7.988150275E-1,-1.387387569E0
7.761823542E1,-3.715364680E-1,-9.667377055E-1,-1.636055033E0
7.762826342E1,-6.292508899E-1,-1.135735102E0,-1.962415035E0
7.763829142E1,-8.149305385E-1,-1.189196633E0,-2.296290464E0
7.764831942E1,-8.173966748E-1,-1.147558026E0,-2.575009108E0
7.765834642E1,-7.065746889E-1,-1.038837383E0,-2.914631181E0
7.766837442E1,-6.556602048E-1,-9.428084140E-1,-3.483273488E0
7.767840242E1,-3.751065586E-1,-7.762705028E-1,-3.901525408E0
7.768842942E1,7.667029962E-2,-4.798375730E-1,-3.938010864E0
7.769845742E1,5.266269196E-1,-1.900141896E-1,-3.758401941E0
7.770848542E1,6.954016100E-1,5.104297668E-2,-3.386501484E0
7.771851342E1,6.384225400E-1,1.191631852E-1,-2.995453150E0
7.772854042E1,4.941343077E-1,-9.152500480E-3,-2.700718397E0
7.773856842E1,2.329645468E-1,-1.450224964E-1,-2.516991280E0
7.774859642E1,8.143936180E-2,-1.822005554E-1,-2.656799376E0
7.775862342E1,6.461758018E-2,-1.505583479E-1,-3.164680926E0
7.776865142E1,2.105355777E-1,4.898519531E-2,-3.668653028E0
7.777867942E1,3.753014901E-1,4.215209524E-1,-3.885078360E0
7.778870742E1,6.184716209E-1,7.629590240E-1,-3.681980587E0
7.779873442E1,7.413828713E-1,9.359689258E-1,-3.165083215E0
7.780876242E1,6.866079093E-1,9.691134292E-1,-2.457589417E0
7.781879042E1,4.786753658E-1,8.888753048E-1,-1.886231663E0
7.782881842E1,7.162079036E-2,6.319816858E-1,-1.210384750E0
7.783884542E1,-2.282130262E-1,3.139736997E-1,-5.050900894E-1
7.784887342E1,-4.106930785E-1,7.035749942E-2,-1.300438303E-1
7.785890142E1,-4.899724057E-1,5.223537013E-2,2.135256976E-1
7.786892842E1,-4.411002810E-1,2.599533208E-1,5.259588021E-1
7.787895642E1,-3.809504852E-2,5.915769871E-1,8.455717027E-1
7.788898442E1,4.552483501E-1,8.817605589E-1,1.018406042E0
7.789901142E1,6.587476078E-1,1.090859183E0,1.064192079E0
7.790903942E1,7.526761837E-1,1.213824082E0,1.409966007E0
7.791906742E1,7.394395492E-1,9.397614299E-1,2.201019441E0
7.792909542E1,4.491098700E-1,3.959218423E-1,3.193154528E0
7.793912242E1,2.553273692E-1,1.671514302E-2,3.987930883E0
7.794915042E1,1.772894058E-1,-7.780933723E-2,4.124310172E0
7.795917842E1,2.697068785E-1,2.988804281E-3,3.600989048E0
7.796920642E1,4.346614367E-1,1.472162256E-1,3.116426779E0
7.797923342E1,8.111248051E-1,2.903717060E-1,3.107037320E0
7.798926142E1,1.335499377E0,3.908749643E-1,3.708791825E0
7.799928942E1,1.512259537E0,3.846518458E-1,4.626483670E0
7.800931642E1,1.141048686E0,-1.838636497E-1,5.483093746E0
7.801934442E1,4.273895835E-1,-1.169492393E0,5.584658713E0
7.802937242E1,-2.218435811E-1,-1.811807425E0,5.459442344E0
7.803940042E1,-5.136307519E-1,-2.114578882E0,5.137158435E0
7.804942742E1,-5.934499233E-1,-2.340480943E0,4.215034985E0
7.805945542E1,-4.090243197E-1,-2.302305349E0,3.047103944E0
7.806948342E1,-3.877639532E-2,-1.990653579E0,2.028447057E0
7.807951042E1,2.888301973E-1,-1.462391558E0,1.250529978E0
7.808953842E1,5.689283454E-1,-9.808373158E-1,7.282543373E-1
7.809956642E1,7.187736619E-1,-6.776442008E-1,3.739101452E-1
7.810959442E1,7.830876254E-1,-6.660937572E-1,-3.418983936E-2
7.811962142E1,7.372654814E-1,-8.197993688E-1,-3.231212300E-1
7.812964942E1,5.956102502E-1,-8.960591208E-1,-4.946557331E-1
7.813967742E1,4.535562756E-1,-9.554992108E-1,-5.350453752E-1
7.814970442E1,2.719079532E-1,-9.735607483E-1,-7.068605447E-1
7.815973283E1,1.754715065E-1,-9.643032903E-1,-1.170158830E0
7.816976083E1,1.564868398E-1,-8.556083753E-1,-1.826059136E0
7.817978883E1,1.129068106E-1,-7.233700850E-1,-2.655628179E0
7.818981583E1,2.055339425E-1,-5.278117847E-1,-3.360738067E0
7.819984383E1,3.821930916E-1,-2.021654347E-1,-3.982819832E0
7.820987183E1,4.381924606E-1,9.889322743E-2,-4.747082493E0
7.821989883E1,3.849144588E-1,2.463892423E-1,-5.480411628E0
7.822992683E1,1.782996585E-1,3.100510950E-1,-5.957584772E0
7.823995483E1,-7.170126267E-2,2.963849826E-1,-5.902488213E0
7.824998283E1,-4.958696151E-1,1.967032582E-1,-5.295736678E0
7.826000983E1,-7.124716059E-1,7.909331270E-2,-4.660772327E0
7.827003783E1,-8.584874712E-1,-1.449241170E-1,-4.083134664E0
7.828006583E1,-9.314635731E-1,-2.407640746E-1,-3.663474734E0
7.829009283E1,-7.503868525E-1,-1.537553861E-1,-3.553793832E0
7.830012083E1,-3.581324570E-1,1.739947191E-1,-3.931296507E0
7.831014883E1,1.120593298E-1,6.803347971E-1,-4.425686191E0
7.832017683E1,6.225489575E-1,1.241089941E0,-4.443182230E0
7.833020383E1,8.928279494E-1,1.789195949E0,-3.790661030E0
7.834023183E1,9.397837955E-1,2.059501912E0,-2.817090268E0
7.835025983E1,5.643345170E-1,1.919387130E0,-1.993832125E0
7.836028683E1,-2.072713695E-1,1.395034119E0,-9.469173986E-1
7.837031483E1,-7.168099476E-1,8.773210604E-1,5.126563865E-1
7.838034283E1,-7.460712419E-1,5.219556521E-1,1.832750689E0
7.839036983E1,-4.446105838E-1,4.562464698E-1,2.625917891E0
7.840039783E1,-6.863571368E-2,8.790003808E-1,2.652816253E0
7.841042583E1,3.531056788E-1,1.551869307E0,2.261869075E0
7.842045383E1,8.927555902E-1,2.214665965E0,2.184947199E0
7.843048083E1,1.474602737E0,2.700015855E0,2.456203042E0
7.844050883E1,1.747396397E0,3.013330427E0,2.770344118E0
7.845053683E1,1.540742202E0,2.891520353E0,3.176368926E0
7.846056383E1,7.480614880E-1,2.024367455E0,3.995294282E0
7.847059183E1,-6.459623784E-2,1.022993694E0,5.062263789E0
7.848061983E1,-5.185807854E-1,3.282599824E-1,5.559793428E0
7.849064783E1,-9.147739385E-1,-2.441077318E-1,5.255941113E0
7.850067483E1,-1.264698659E0,-3.274515317E-1,4.303991016E0
7.851070283E1,-1.111712913E0,-7.963629976E-2,3.975445908E0
7.852073083E1,-6.021733113E-1,6.166736752E-2,4.681922876E0
7.853075783E1,-7.331234600E-1,5.790205300E-3,5.479003619E0
7.854078583E1,-1.066764123E0,-6.035629752E-1,5.672058799E0
7.855081383E1,-1.460163623E0,-1.462207079E0,5.157485695E0
7.856084183E1,-1.718916218E0,-2.048036984E0,4.184817744E0
7.857086883E1,-1.810495602E0,-2.151398215E0,3.128551565E0
7.858089683E1,-1.720420268E0,-2.060514796E0,2.017000548E0
7.859092483E1,-1.514496097E0,-1.817256006E0,1.068126086E0
7.860095183E1,-1.355683966E0,-1.561060837E0,4.163544989E-1
7.861097983E1,-1.151872978E0,-1.365325147E0,-2.051963389E-2
7.862100783E1,-8.103690525E-1,-1.261660153E0,-3.250934958E-1
7.863103583E1,-5.478163520E-1,-1.096563727E0,-5.665238607E-1
7.864106283E1,-3.232910916E-1,-8.845121124E-1,-7.058191556E-1
7.865109083E1,-2.044497225E-1,-7.528313541E-1,-7.429945832E-1
7.866111883E1,-1.807429907E-1,-6.572263084E-1,-8.928441024E-1
7.867114583E1,-1.330138504E-1,-7.298256303E-1,-1.325712308E0
7.868117383E1,-1.889390329E-1,-7.632189327E-1,-1.724997615E0
7.869120183E1,-3.638479641E-1,-7.883033417E-1,-2.042906052E0
7.870122883E1,-5.770670483E-1,-9.782141818E-1,-2.363545724E0
7.871125683E1,-6.410973488E-1,-1.171786548E0,-2.444288170E0
7.872128483E1,-3.618338907E-1,-1.116200577E0,-2.628030490E0
7.873131283E1,-4.151135735E-2,-9.980115384E-1,-3.153026841E0
7.874133983E1,4.184581078E-1,-7.221185616E-1,-3.575801582E0
7.875136783E1,9.157876995E-1,-4.149415192E-1,-3.929585611E0
7.876139583E1,1.170912097E0,-7.996842161E-2,-4.174001564E0
7.877142283E1,1.233014644E0,1.638185173E-1,-4.247549012E0
7.878145083E1,1.105528093E0,1.526057504E-1,-4.331423813E0
7.879147883E1,9.674898036E-1,-1.642848328E-2,-4.261504562E0
7.880150583E1,7.963760807E-1,-5.530968994E-2,-4.211600915E0
7.881153383E1,6.906652191E-1,-3.794959903E-2,-4.166592557E0
7.882156183E1,7.141180357E-1,2.357071102E-2,-4.151212626E0
7.883158983E1,8.133915514E-1,1.761609663E-1,-4.331297513E0
7.884161683E1,9.748308367E-1,4.580129868E-1,-4.673789399E0
7.885164483E1,1.180909520E0,9.329760285E-1,-4.915543115E0
7.886167283E1,1.349572602E0,1.567654450E0,-4.532913601E0
7.887169983E1,1.239250992E0,2.007946280E0,-3.660884417E0
7.888172783E1,8.473703793E-1,1.961341487E0,-2.652274216E0
7.889175583E1,3.116059428E-1,1.386488852E0,-1.656410360E0
7.890178383E1,-3.203360550E-1,8.375509308E-1,-3.023893422E-1
7.891181083E1,-7.507890679E-1,3.398651706E-1,1.200974826E0
7.892183883E1,-1.055831803E0,9.886106774E-2,2.040572428E0
7.893186683E1,-1.003939665E0,2.794292267E-1,2.310469962E0
7.894189383E1,-3.329221136E-1,6.956018771E-1,2.856154346E0
7.895192183E1,3.095254304E-1,1.101664984E0,3.574992912E0
7.896194983E1,6.355628130E-1,1.409497353E0,4.286512519E0
7.897197783E1,7.251613064E-1,1.494959672E0,4.867735110E0
7.898200483E1,5.568548683E-1,1.217320571E0,5.029873722E0
7.899203283E1,1.043548192E-1,5.879213078E-1,4.417241058E0
7.900206083E1,-2.645870930E-1,9.430447876E-2,3.535134782E0
7.901208783E1,-2.444261127E-1,2.860984147E-2,2.947841027E0
7.902211583E1,-4.419606987E-2,1.858101878E-1,2.658948812E0
7.903214383E1,1.543891146E-1,4.407913287E-1,2.533228413E0
7.904217083E1,5.863077687E-1,7.200004077E-1,3.065836669E0
7.905219883E1,9.310967334E-1,7.142104948E-1,4.319464502E0
7.906222683E1,9.310610653E-1,1.644750135E-1,5.316244032E0
7.907225483E1,5.517500664E-1,-5.668337631E-1,5.779986706E0
7.908228183E1,-1.414591301E-2,-1.385849167E0,6.201965057E0
7.909230983E1,-5.687267626E-1,-2.133143938E0,6.225781935E0
7.910233783E1,-1.042285486E0,-2.679031075E0,5.316711225E0
7.911236483E1,-1.228372832E0,-2.788251216E0,3.882761108E0
7.912239283E1,-9.600115802E-1,-2.510968941E0,2.646982486E0
7.913242083E1,-5.811080591E-1,-2.138701424E0,1.478717569E0
7.914244783E1,-2.045008857E-1,-1.732464070E0,4.661365235E-1
7.915247583E1,1.952606770E-1,-1.425315972E0,-3.539629537E-1
7.916250383E1,4.644000832E-1,-1.200590810E0,-1.012183435E0
7.917253183E1,8.325747310E-1,-8.168453555E-1,-1.492823392E0
7.918255883E1,1.157481628E0,-5.039664008E-1,-1.965555575E0
7.919258683E1,1.302857588E0,-3.448595698E-1,-2.374335006E0
7.920261483E1,1.240147224E0,-3.835389014E-1,-2.764799788E0
7.921264183E1,1.001246364E0,-5.270146631E-1,-2.972209298E0
7.922266983E1,7.007760783E-1,-6.411708775E-1,-3.115404101E0
7.923269783E1,3.852861225E-1,-6.756065923E-1,-3.218412745E0
7.924272483E1,2.422250745E-1,-7.217455092E-1,-3.338015202E0
7.925275283E1,1.489210544E-1,-6.818761231E-1,-3.592214132E0
7.926278083E1,9.320227861E-2,-5.328659718E-1,-3.897927616E0
7.927280883E1,5.078964606E-2,-4.336678120E-1,-4.273660339E0
7.928283583E1,7.841116190E-3,-2.385628903E-1,-4.474985821E0
7.929286383E1,-2.398052774E-2,-6.753227100E-2,-4.668770733E0
7.930289183E1,-1.481555808E-1,2.916576549E-2,-4.661604971E0
7.931291883E1,-3.636370258E-1,1.236892225E-1,-4.460981154E0
7.932294683E1,-5.216591252E-1,1.829161084E-1,-4.237466074E0
7.933297483E1,-6.612094317E-1,2.603351440E-1,-3.904301081E0
7.934300183E1,-7.003093243E-1,3.564604457E-1,-3.634260875E0
7.935302983E1,-5.663754876E-1,5.327404028E-1,-3.515074155E0
7.936305783E1,-2.998154709E-1,7.498700318E-1,-3.583576625E0
7.937308583E1,-1.245049822E-1,1.013808961E0,-3.553618416E0
7.938311283E1,1.082098154E-1,1.231760270E0,-3.230259204E0
7.939314083E1,4.213897555E-1,1.418892075E0,-2.715635229E0
7.940316883E1,5.132642777E-1,1.567310488E0,-2.058009410E0
7.941319583E1,4.235549795E-1,1.514134154E0,-1.253096321E0
7.942322383E1,1.153680499E-1,1.352679374E0,-2.549228150E-1
7.943325183E1,-2.137497921E-1,1.198798419E0,6.029140073E-1
7.944327883E1,-4.284549462E-1,9.343040773E-1,1.314968049E0
7.945330683E1,-5.753839273E-1,8.294689094E-1,2.271110600E0
7.946333483E1,-6.294915759E-1,9.380612788E-1,3.114832828E0
7.947336183E1,-2.496364935E-1,1.134317444E0,3.543016829E0
7.948338983E1,3.733708857E-1,1.419901158E0,3.442007933E0
7.949341783E1,9.740364924E-1,1.890300009E0,3.193738080E0
7.950344583E1,1.422334330E0,2.305554208E0,3.343858910E0
7.951347283E1,1.647903538E0,2.424496076E0,3.678585693E0
7.952350083E1,1.401681672E0,2.363243276E0,3.885696995E0
7.953352883E1,6.363369843E-1,1.934729054E0,4.042331623E0
7.954355583E1,-2.143817300E-1,1.238193230E0,4.110897244E0
7.955358383E1,-5.912135826E-1,5.777449599E-1,4.090214472E0
7.956361183E1,-7.758015561E-1,2.930431527E-1,4.080938450E0
7.957363883E1,-9.069271944E-1,1.227321795E-1,4.577488096E0
7.958366683E1,-6.525904897E-1,-3.714297563E-3,5.570071079E0
7.959369483E1,-5.052507417E-1,-2.617599642E-1,6.004353726E0
7.960372283E1,-6.364652576E-1,-6.379147093E-1,5.756613631E0
7.961374983E1,-7.772974201E-1,-1.019128758E0,4.769462711E0
7.962377783E1,-1.226177495E0,-1.296026725E0,2.900590847E0
7.963380583E1,-1.537726939E0,-1.408540895E0,1.221718408E0
7.964383283E1,-1.495291794E0,-1.348655612E0,1.265015870E-1
7.965386083E1,-1.417179425E0,-1.214798082E0,-7.055115920E-1
7.966388883E1,-1.330543570E0,-1.139594556E0,-1.206699834E0
7.967391583E1,-1.170599271E0,-1.114637178E0,-8.294409889E-1
7.968394383E1,-1.025716962E0,-1.041575780E0,2.830449986E-1
7.969397183E1,-9.249211235E-1,-1.067132936E0,9.342236781E-1
7.970399883E1,-6.832084843E-1,-1.187343650E0,1.085560144E0
7.971402683E1,-4.630290938E-1,-1.434428565E0,1.178071867E0
7.972405483E1,-5.559618889E-1,-1.598539589E0,1.177780091E0
7.973408283E1,-5.773448642E-1,-1.505458348E0,8.000938135E-1
7.974410983E1,-6.075843246E-1,-1.269829591E0,-1.261267805E-1
7.975413783E1,-5.330418268E-1,-1.103567960E0,-9.942289746E-1
7.976416583E1,-4.529895707E-1,-9.985879277E-1,-1.724650290E0
7.977419283E1,-4.322876499E-1,-9.127525561E-1,-2.406994629E0
7.978422083E1,-4.750943117E-1,-8.213532664E-1,-3.007973793E0
7.979424883E1,-2.690667911E-1,-7.098196743E-1,-3.585722553E0
7.980427583E1,2.539964698E-2,-5.773758544E-1,-4.141439590E0
7.981430383E1,4.187784621E-1,-3.475172755E-1,-4.642180520E0
7.982433183E1,9.043091767E-1,-1.740043670E-2,-5.106610826E0
7.983435883E1,1.262526272E0,2.041005707E-1,-5.387471305E0
7.984438683E1,1.401247224E0,3.888434954E-1,-5.339163948E0
7.985441483E1,1.348949727E0,4.212942266E-1,-4.929105731E0
7.986444283E1,1.039043132E0,2.917001934E-1,-4.233688772E0
7.987446983E1,5.298806758E-1,2.756099716E-2,-3.693582632E0
7.988449783E1,5.794459149E-2,-3.151871431E-1,-3.267779617E0
7.989452583E1,-1.712112983E-1,-4.748613001E-1,-2.989001917E0
7.990455283E1,-7.663053855E-2,-3.113089773E-1,-3.135443678E0
7.991458083E1,2.367517152E-1,9.920064479E-2,-3.343609233E0
7.992460883E1,5.819551744E-1,5.554587360E-1,-3.317024283E0
7.993463583E1,7.422462858E-1,9.213063017E-1,-3.117886244E0
7.994466383E1,6.539918480E-1,1.145562371E0,-2.843440745E0
7.995469183E1,2.978956839E-1,1.106506186E0,-2.231750067E0
7.996471883E1,3.146233253E-2,1.026150094E0,-1.187860690E0
7.997474683E1,-2.462993413E-1,9.305666833E-1,-2.855195403E-1
7.998477483E1,-6.449598002E-1,6.012544213E-1,7.064079702E-1
7.999480183E1,-8.720266259E-1,2.665926880E-1,1.735362389E0
8.000482983E1,-9.258444719E-1,2.347139606E-1,2.414183781E0
8.001485783E1,-6.243305310E-1,5.087603867E-1,2.627189661E0
8.002488583E1,7.752603963E-2,8.013616361E-1,2.602280522E0
8.003491283E1,6.452333037E-1,9.824200840E-1,2.708513905E0
8.004494083E1,7.054364553E-1,1.073843932E0,2.867832406E0
8.005496883E1,3.197799848E-1,8.548559117E-1,3.164146491E0
8.006499583E1,-3.206371135E-1,3.314311467E-1,3.430869572E0
8.007502383E1,-7.461744453E-1,-8.852523699E-2,3.765745459E0
8.008505183E1,-6.491621210E-1,-1.044089060E-1,3.894761349E0
8.009507883E1,-2.444838174E-1,1.641557555E-1,3.769194732E0
8.010510683E1,1.733676052E-1,3.428846727E-1,3.689625821E0
8.011513483E1,6.699200289E-1,3.078817780E-1,3.998093344E0
8.012516183E1,8.692902752E-1,1.203859842E-1,4.718641636E0
8.013518983E1,6.768655709E-1,-2.781172577E-1,5.622715901E0
8.014521783E1,2.509112961E-1,-9.728939465E-1,6.012693610E0
8.015524483E1,-3.107191029E-1,-1.650310398E0,5.608332919E0
8.016527408E1,-9.411326019E-1,-2.148174937E0,4.770612858E0
8.017530208E1,-1.228685511E0,-2.491330190E0,3.609628310E0
8.018533008E1,-9.987564006E-1,-2.513239122E0,2.334014361E0
8.019535708E1,-6.176323993E-1,-2.206296553E0,1.269445136E0
8.020538508E1,-2.516424539E-1,-1.762213534E0,3.830569446E-1
8.021541308E1,1.176910025E-1,-1.530377573E0,-2.375454748E-1
8.022544008E1,5.491908132E-1,-1.381462147E0,-6.996719778E-1
8.023546808E1,9.262634980E-1,-1.067722043E0,-1.140973037E0
8.024549608E1,1.232849168E0,-6.909546563E-1,-1.494735432E0
8.025552308E1,1.305200275E0,-4.666129254E-1,-1.847137764E0
8.026555108E1,1.168941878E0,-4.850692230E-1,-2.193274804E0
8.027557908E1,8.705310544E-1,-5.231702650E-1,-2.473006185E0
8.028560608E1,5.028996494E-1,-4.551325022E-1,-2.684807539E0
8.029563408E1,1.154920840E-1,-4.222901537E-1,-2.801522056E0
8.030566208E1,-3.295088746E-2,-4.745376568E-1,-3.027584184E0
8.031568908E1,1.006007606E-1,-4.476736477E-1,-3.350021875E0
8.032571708E1,3.165412851E-1,-3.657602960E-1,-3.520201578E0
8.033574508E1,5.288295657E-1,-2.743580827E-1,-3.683009697E0
8.034577308E1,6.787292978E-1,-1.025290261E-1,-3.806718069E0
8.035580008E1,8.673930730E-1,7.852225900E-2,-3.816287037E0
8.036582808E1,8.892653140E-1,1.557226087E-1,-3.797173074E0
8.037585608E1,7.195204244E-1,2.692914703E-1,-3.527966096E0
8.038588308E1,4.520431989E-1,3.672840804E-1,-3.446866384E0
8.039591108E1,9.629406698E-2,3.844683163E-1,-3.537702879E0
8.040593908E1,-2.811377100E-1,4.047363737E-1,-3.682907370E0
8.041596608E1,-4.561079639E-1,5.080423486E-1,-3.604323131E0
8.042599408E1,-3.964015333E-1,7.913188239E-1,-3.361836759E0
8.043602208E1,-1.578259253E-1,1.086896087E0,-3.074078904E0
8.044604908E1,-2.032601796E-2,1.327068131E0,-2.661061411E0
8.045607708E1,2.878995033E-1,1.592880508E0,-2.287084023E0
8.046610508E1,4.747891601E-1,1.857954235E0,-1.864443768E0
8.047613208E1,4.704318150E-1,1.963772905E0,-1.029568961E0
8.048616008E1,5.415129805E-1,1.789418144E0,-2.115890998E-1
8.049618808E1,3.091289891E-1,1.639300237E0,5.265493709E-1
8.050621508E1,-6.665504247E-2,1.627511958E0,1.022575691E0
8.051624308E1,-4.677133714E-1,1.610811726E0,1.192000519E0
8.052627108E1,-3.866447961E-1,1.438299860E0,7.932742059E-1
8.053629908E1,-1.294730689E-1,1.496804323E0,2.638754869E-1
8.054632608E1,7.591593571E-2,1.933058212E0,1.533800679E-1
8.055635408E1,2.321185277E-1,2.254175455E0,5.356534857E-1
8.056638208E1,4.666932515E-1,2.261869952E0,1.707774056E0
8.057640908E1,3.271099082E-1,1.932019893E0,3.020630091E0
8.058643708E1,4.604463056E-2,1.528803795E0,4.124161068E0
8.059646508E1,-3.198472278E-1,1.022499239E0,5.372390751E0
8.060649208E1,-5.164906982E-1,6.532790724E-1,6.588786439E0
8.061652008E1,-4.296266551E-1,3.581077525E-1,7.088973053E0
8.062654808E1,-2.302546547E-1,4.124324790E-1,7.007947601E0
8.063657508E1,-2.030185434E-1,5.486655870E-1,6.687056499E0
8.064660308E1,-2.096717247E-1,3.855192071E-1,6.362311497E0
8.065663108E1,-3.378493430E-1,1.481966574E-1,5.859118245E0
8.066665808E1,-4.656254768E-1,-2.093713970E-1,5.116924730E0
8.067668608E1,-5.600729931E-1,-5.612825628E-1,4.178243719E0
8.068671408E1,-5.993793654E-1,-8.373022780E-1,3.049772029E0
8.069674108E1,-6.368659381E-1,-1.003450180E0,1.603326997E0
8.070676908E1,-8.061131566E-1,-1.069177708E0,4.362736237E-1
8.071679708E1,-8.742726146E-1,-1.098387327E0,-2.567950934E-1
8.072682408E1,-9.403802115E-1,-1.133880657E0,-8.223506552E-1
8.073685208E1,-9.462182178E-1,-1.222006383E0,-1.343673200E0
8.074688008E1,-8.623206865E-1,-1.309710671E0,-1.519382030E0
8.075690708E1,-7.750612986E-1,-1.353160454E0,-1.146398084E0
8.076693508E1,-6.237781884E-1,-1.414690119E0,-4.949270439E-1
8.077696308E1,-6.557165574E-1,-1.582352596E0,7.420467496E-2
8.078699108E1,-5.698031254E-1,-1.740591408E0,1.391064298E-1
8.079701808E1,-5.256526273E-1,-1.881264891E0,-1.051253361E-1
8.080704608E1,-5.032772333E-1,-1.710086776E0,-4.904913461E-1
8.081707408E1,-4.026340073E-1,-1.551105953E0,-1.233891726E0
8.082710108E1,-2.587675785E-1,-1.385540580E0,-1.981647112E0
8.083712908E1,-8.988880768E-2,-1.156156795E0,-2.731377103E0
8.084715708E1,8.068207428E-2,-9.530546361E-1,-3.357665355E0
8.085718408E1,2.725165752E-1,-6.982166058E-1,-3.750635085E0
8.086721208E1,5.057326254E-1,-5.134157936E-1,-4.047347365E0
8.087724008E1,7.019198667E-1,-4.192194884E-1,-4.053283458E0
